id,Class
219129,0.0016580149260588975
219130,0.0011322901311950706
219131,0.0007895265037902538
219132,0.003176817645776193
219133,0.0012211549232964065
219134,0.0013849657360142694
219135,0.0011370241275938985
219136,0.002300226470905714
219137,0.001177448885336368
219138,0.0015839005679531754
219139,0.001529248168499809
219140,0.0006825858822698173
219141,0.0015568126713189304
219142,0.0007003851359361189
219143,0.00057858863683244
219144,0.0012333720134630642
219145,0.023102861226928707
219146,0.0005974688648034645
219147,0.002134023194275621
219148,0.0010245323136531391
219149,0.0010523803758410116
219150,0.0026316614929048927
219151,0.000873984835584998
219152,0.0039021996902740596
219153,0.003068775024067502
219154,0.0017389980275743944
219155,0.0010726752539552754
219156,0.0015308301736544614
219157,0.002022654185311382
219158,0.001365904974453079
219159,0.005170777731270223
219160,0.0014158209654061315
219161,0.0007678067919380432
219162,0.0019184531171904118
219163,0.0017459763561851985
219164,0.0012349176093453909
219165,0.0008542535857999617
219166,0.003674042010631257
219167,0.00046124221403742797
219168,0.0013993818439348754
219169,0.002205235862989775
219170,0.000832482760545206
219171,0.001813476805474123
219172,0.0026243427163734796
219173,0.0014897106089814312
219174,0.0015370090161577151
219175,0.00089005032171747
219176,0.005042711162839757
219177,0.0012705219379928613
219178,0.0033892401187962913
219179,0.0034321454549719036
219180,0.0017763237184758773
219181,0.0015317067643680134
219182,0.0022300656419481234
219183,0.0011719980329045541
219184,0.002478033833609446
219185,0.0007548579636103455
219186,0.0007459600055876215
219187,0.0009462851115328023
219188,0.002223954857767546
219189,0.0007946421985816886
219190,0.014594768782071287
219191,0.0016148798954270555
219192,0.0014118405117939672
219193,0.00058508586302336
219194,0.0010154474648981337
219195,0.0020714263468807345
219196,0.0011239182281122242
219197,0.0004697739202808954
219198,0.004042243444317245
219199,0.0015052260143472043
219200,0.001145836730125394
219201,0.0029176560193957773
219202,0.0013976724316226983
219203,0.0030249846429276713
219204,0.0010837993211756073
219205,0.0008201505915382327
219206,0.0012020770193973086
219207,0.0019594185633139303
219208,0.0019090960778668422
219209,0.0010209782607001005
219210,0.0021430744132799957
219211,0.0010132277155757677
219212,0.0009216843154607581
219213,0.0024725586164974873
219214,0.0006510206450517959
219215,0.003227204811190289
219216,0.0027785859843114354
219217,0.001892703924911056
219218,0.0013565981365791053
219219,0.0014471307423622789
219220,0.0013894834861362317
219221,0.0013864065537134518
219222,0.0008018379791146792
219223,0.0010972452814741872
219224,0.0017691245497859862
219225,0.0012028839403296315
219226,0.0005773925643210838
219227,0.0011574656377965557
219228,0.0005511806775193408
219229,0.0005598295402429059
219230,0.000978412246965454
219231,0.0012436567605137582
219232,0.002111414151593964
219233,0.0013384975807530092
219234,0.0006876815007477921
219235,0.004877052093211816
219236,0.0009129868827785938
219237,0.003381444734311143
219238,0.001174273635535503
219239,0.0036307592262479183
219240,0.0015340087129860705
219241,0.0006511837848474521
219242,0.0009205071964834297
219243,0.0010505099733882043
219244,0.0013874127619658686
219245,0.0009024475453742671
219246,0.0009275534659723073
219247,0.002032997729757444
219248,0.0009068927310624764
219249,0.0007553360646497337
219250,0.028965645983727334
219251,0.004095115309516479
219252,0.0010530855423954769
219253,0.0014307767336852006
219254,0.0029404182765790125
219255,0.0008056349984976903
219256,0.0008912619955217077
219257,0.00046236347286724046
219258,0.0025949726525287963
219259,0.0006740546028096684
219260,0.002630400701801095
219261,0.0016293098935116876
219262,0.0012367459376417802
219263,0.000675413318066059
219264,0.000801469389556629
219265,0.001724546688688075
219266,0.0021476696781289944
219267,0.001143298387760883
219268,0.0005441593760152889
219269,0.0008486450595332752
219270,0.0019185678917747475
219271,0.0008337391044513166
219272,0.0011208555269001115
219273,0.0015185895147594997
219274,0.004974282099999236
219275,0.00046021060943412205
219276,0.0007465301089991704
219277,0.00104803496648559
219278,0.001342672353696452
219279,0.0008283663494793621
219280,0.0013082441410626083
219281,0.017333038604709295
219282,0.0007606416644919442
219283,0.0010232970560866892
219284,0.0010743334572996038
219285,0.0014758063509563487
219286,0.0016215901473569264
219287,0.0018076664273142427
219288,0.0021244789889957438
219289,0.0014775454139459559
219290,0.0006451383931049955
219291,0.0011746169998063827
219292,0.0006674535121189155
219293,0.0019997134473853386
219294,0.0010235933657061656
219295,0.002552145112554949
219296,0.0009381678585404905
219297,0.0028830113558873534
219298,0.001954169575812719
219299,0.0009720270207554853
219300,0.001057849480482281
219301,0.0009731107656323995
219302,0.0014577942150540936
219303,0.0008093696233379583
219304,0.0012490842958421686
219305,0.0013408922386062333
219306,0.0009917339747808067
219307,0.001168788141223319
219308,0.0008389851064779317
219309,0.0009748689992906406
219310,0.0012497172851221176
219311,0.0007551884560466027
219312,0.0023375272875946003
219313,0.0005178106743107396
219314,0.001480552753507791
219315,0.0006710869106363411
219316,0.0008534111000933666
219317,0.0013507231012409831
219318,0.0014552015536259324
219319,0.0011227142904738378
219320,0.0008919460651965872
219321,0.0017298150879162574
219322,0.0006684272847748808
219323,0.0013571717551455942
219324,0.0031115365328825916
219325,0.0008482276392921927
219326,0.009209169495919278
219327,0.0012902681989702147
219328,0.0004735725883153806
219329,0.0015621571703745279
219330,0.0007936350722330278
219331,0.001601756618030672
219332,0.0012219610768919456
219333,0.0018599808644750302
219334,0.0004670114697606909
219335,0.002290780384156322
219336,0.0029702755051283555
219337,0.0011410656619926913
219338,0.0011259637212916558
219339,0.0015500434147088518
219340,0.0008333999895255084
219341,0.0006382401159002729
219342,0.004267999312381525
219343,0.0006554069784173533
219344,0.000566523594512439
219345,0.0012219915382289304
219346,0.00129851324705975
219347,0.0008266500384954463
219348,0.0010488113079910365
219349,0.006409403880784064
219350,0.0009665132210554775
219351,0.0013805393943215733
219352,0.001071939517932796
219353,0.0006376252188988393
219354,0.0008617918181039933
219355,0.015031495088668169
219356,0.002034533096457782
219357,0.0011450594971811462
219358,0.0009040540757608627
219359,0.0004867915928769621
219360,0.0009378533160676497
219361,0.0009320802493332101
219362,0.0045534729224171455
219363,0.0011082347505391279
219364,0.0021180652230930737
219365,0.0016230260430168245
219366,0.0006090043006136128
219367,0.0007165480973797367
219368,0.0007383419971267488
219369,0.0009428579645096065
219370,0.00297696913347542
219371,0.0011647232012334285
219372,0.0006250189334535776
219373,0.0017347134464061056
219374,0.0009103341285016138
219375,0.000746432258028454
219376,0.001056748063403927
219377,0.0011346840053195828
219378,0.00115934771151501
219379,0.0009212760900285428
219380,0.0014743197843853008
219381,0.0015374196338164567
219382,0.001173053489856824
219383,0.0006425939616093065
219384,0.0012812059287367048
219385,0.0007305368257516985
219386,0.0006662843645689956
219387,0.0006336790634361022
219388,0.0011022370293123861
219389,0.001312237874602985
219390,0.00285547018674508
219391,0.0007616696610379838
219392,0.0018703008250836376
219393,0.0010240426351936919
219394,0.0012738625799228352
219395,0.004444876553870503
219396,0.0010840981578064497
219397,0.0007808409610455951
219398,0.0007761237620354849
219399,0.0013144901273881493
219400,0.0007219471370463494
219401,0.004932457396454957
219402,0.0009140060693191814
219403,0.001273682503050674
219404,0.0007173253263495534
219405,0.0012887983586602047
219406,0.000825573631847805
219407,0.003771359835735724
219408,0.0009306982552933963
219409,0.0011251166036511948
219410,0.0006853717276037297
219411,0.004359694697863707
219412,0.0017738962166733408
219413,0.0015429688735156002
219414,0.0004046368939982779
219415,0.0013875247872672041
219416,0.0012452682900447507
219417,0.0022277534097339693
219418,0.0007817965796452066
219419,0.0028706283485027072
219420,0.0014036758924277975
219421,0.0009483524428368368
219422,0.0015540559500894177
219423,0.0005147142457925516
219424,0.0022828324677072937
219425,0.0010887635965977347
219426,0.001882974828900775
219427,0.00137152506744432
219428,0.0012766181247645463
219429,0.002571687402430116
219430,0.001543030660394258
219431,0.0010330356250741566
219432,0.0017131245894296586
219433,0.0007542982586404817
219434,0.0007037877852996604
219435,0.0006032113245006598
219436,0.0018112473191471085
219437,0.0016313474718503964
219438,0.0010115525040012294
219439,0.0026297742718733486
219440,0.01100510783789346
219441,0.0023064147346001057
219442,0.0010787332745194195
219443,0.0009587163469011778
219444,0.0014436910626290705
219445,0.0065886876975066325
219446,0.00167477174704541
219447,0.003121747595182233
219448,0.0010251327231114154
219449,0.0017971455280242818
219450,0.0017724684733973148
219451,0.0005561624333295336
219452,0.0025915132913194227
219453,0.0013081128962388882
219454,0.0014211826212177244
219455,0.0007638832418450047
219456,0.0025499735811356818
219457,0.0022902615085202555
219458,0.0013529317121572387
219459,0.0006664444067573343
219460,0.0011178374592203844
219461,0.012418226928364388
219462,0.0004673445217126108
219463,0.0015688473536967535
219464,0.002466545000284355
219465,0.0007863995339001069
219466,0.001657662303551992
219467,0.0017797455492661832
219468,0.001230305697232516
219469,0.0007710274659955059
219470,0.0028211982045973187
219471,0.0014917826600383524
219472,0.001150107727780924
219473,0.009221185146005017
219474,0.00621245249334875
219475,0.0010101347159485045
219476,0.0017177669621289474
219477,0.0007148670084781001
219478,0.0016028963152504136
219479,0.0005920724079485607
219480,0.0032562821958372857
219481,0.0022056479279502043
219482,0.004772957638712745
219483,0.002600696225537166
219484,0.0010315112878426904
219485,0.0009002244687903394
219486,0.0006513328403063667
219487,0.002638802935392277
219488,0.0016907046706444468
219489,0.0016746720387379472
219490,0.0011239097144468161
219491,0.0006620550336840388
219492,0.001283627317599332
219493,0.0019799542035914934
219494,0.0011562699107620408
219495,0.0008552151913419139
219496,0.0007416254647733168
219497,0.0009571752585508129
219498,0.0011562182883797867
219499,0.005701756175057407
219500,0.0017954187654167675
219501,0.002871188914324868
219502,0.0010057888361918823
219503,0.0008229357176021687
219504,0.0010219572972300433
219505,0.0012548883845184754
219506,0.002401919796486946
219507,0.0007641872395330297
219508,0.010343376716959694
219509,0.0021187499256535933
219510,0.0008590751018806367
219511,0.0013996598634394642
219512,0.0011119323017966237
219513,0.00324769633174883
219514,0.0021775456317567167
219515,0.001204009283261651
219516,0.0012218749090447498
219517,0.002455312910199328
219518,0.0018934765301056727
219519,0.0012010735429102757
219520,0.000569320136526553
219521,0.0017032873067919566
219522,0.00226418037510551
219523,0.0016159720983036222
219524,0.0011663887940715056
219525,0.0008800487073527936
219526,0.0006792245156529202
219527,0.0010031299340335607
219528,0.0006701033164613298
219529,0.0008428253783162894
219530,0.0014902584603373342
219531,0.0015916797168018955
219532,0.00292333227822627
219533,0.0013471598584666633
219534,0.0010902976981986374
219535,0.0012319064380419858
219536,0.0012733145550149771
219537,0.0005410470205835541
219538,0.0015030562058899071
219539,0.000734686849018383
219540,0.000869798475663078
219541,0.0016768859638075556
219542,0.0015342160090445931
219543,0.001515977311549486
219544,0.0012560664255357806
219545,0.0010535040949572897
219546,0.000997963056807696
219547,0.0010297237469652021
219548,0.0007987425391620202
219549,0.0018217318381801724
219550,0.0005962173018323664
219551,0.0008011125459878067
219552,0.0017430700115040672
219553,0.0013119261111479293
219554,0.0011274660273204262
219555,0.0005727468286834317
219556,0.0006557456145691563
219557,0.018308860480065157
219558,0.0005214564612933853
219559,0.001838940199156583
219560,0.00435150085231811
219561,0.002695634855981151
219562,0.0007924097116852807
219563,0.0009857982660913325
219564,0.0022709064308290314
219565,0.0009004224888083017
219566,0.0009027909786994024
219567,0.001097615643509784
219568,0.0010747233972513471
219569,0.0009861653286416532
219570,0.0034255554501123357
219571,0.0022523584535928125
219572,0.0017430423516231178
219573,0.001839013478318407
219574,0.0018470620192838072
219575,0.0011840098346564978
219576,0.0005209219143426569
219577,0.0014652174072442767
219578,0.009684063175882433
219579,0.0012655801263961376
219580,0.0016569844406648122
219581,0.0013164866726550878
219582,0.0018641577306099907
219583,0.0005443153420222401
219584,0.0011522092569787787
219585,0.0031939846882849316
219586,0.0009111880714188434
219587,0.001553464434382087
219588,0.0036307438025101795
219589,0.001511954020136081
219590,0.0012359138136874227
219591,0.0037405065455294977
219592,0.005777329460456969
219593,0.001014443750735861
219594,0.0015464071273930521
219595,0.0014804863731950754
219596,0.0011495242270789811
219597,0.0044859357959962836
219598,0.0008416696579808373
219599,0.001296480076003919
219600,0.0014930171462780944
219601,0.0023523806905637015
219602,0.006526963095093628
219603,0.0010422034057092078
219604,0.0006193278451740282
219605,0.00230785535993487
219606,0.000506854944196384
219607,0.0009588070674519343
219608,0.002107122096829882
219609,0.0010842180451890208
219610,0.0005656741707551522
219611,0.005463336877285938
219612,0.0005326687943242353
219613,0.0018719621279390441
219614,0.0011213177536215817
219615,0.0008054735258979962
219616,0.0010942026245709174
219617,0.0015088152936119262
219618,0.0009066479325936272
219619,0.0013691204862088585
219620,0.00238872264342116
219621,0.0008459162362927761
219622,0.0007254140736691985
219623,0.0006349011665949518
219624,0.0015994168741537797
219625,0.003204921878969985
219626,0.0014204131543146758
219627,0.0010379596967827799
219628,0.0012324267111753298
219629,0.000713055538453132
219630,0.0008266448047398774
219631,0.0031223891892630216
219632,0.006409387550540886
219633,0.0019546023162213605
219634,0.0017298268038590165
219635,0.004055779621169868
219636,0.000781513759687854
219637,0.0020159043423016985
219638,0.0006340040707232722
219639,0.0037042284379573964
219640,0.0008602971058949204
219641,0.001171885203738531
219642,0.0007402839443419214
219643,0.0019838639022226137
219644,0.0009409886190142823
219645,0.0010656369323003335
219646,0.0009421935122823373
219647,0.0010297216473546442
219648,0.00307781410890797
219649,0.019086121863051645
219650,0.00243875574670621
219651,0.0010571701292921656
219652,0.0010317837726788609
219653,0.0015477231971067803
219654,0.0015243707322039669
219655,0.0020098795462854526
219656,0.002129367768905608
219657,0.0023468931441041
219658,0.0006568075624012519
219659,0.0016825973787281043
219660,0.0010779454632022754
219661,0.0010049547057127608
219662,0.0021595775556470364
219663,0.0006085059280359909
219664,0.0019430527215883813
219665,0.0004109019221935608
