id,Strength
5407,48.68628868867796
5408,21.339686979849372
5409,34.17472779985475
5410,47.748417114808056
5411,30.73288573448037
5412,44.333483477678286
5413,33.575836326751094
5414,23.43089760305314
5415,45.883313671359154
5416,36.43558252598118
5417,40.117903853918406
5418,51.497773022443866
5419,41.74783360432146
5420,45.30567607776019
5421,33.36425440312859
5422,23.09301626306506
5423,49.77540677785393
5424,43.588692609442106
5425,37.33254669753374
5426,52.847784267113845
5427,15.685440654490822
5428,18.419741419642328
5429,18.441904483802595
5430,26.29095982472465
5431,18.93338915552716
5432,46.48448896834798
5433,19.145591413105286
5434,38.19710551350307
5435,40.98245298837179
5436,40.90411103416381
5437,40.49697275187568
5438,28.91925437353812
5439,44.765141229786614
5440,35.15071331309487
5441,18.004950371515758
5442,40.6279781698934
5443,36.52722962920383
5444,35.95093498198076
5445,20.907771598046015
5446,38.90541555548269
5447,40.20790981375099
5448,18.118259404612246
5449,49.540682098609935
5450,40.55544959810642
5451,48.938115171404604
5452,22.189490334941237
5453,32.385615912291904
5454,36.55602262312031
5455,40.85908458655431
5456,33.00333216686194
5457,19.561502584502385
5458,34.44539523472772
5459,26.837392841815216
5460,29.14028960784858
5461,27.562912697696344
5462,25.044917618110862
5463,38.93083349898042
5464,36.9529647813341
5465,47.179443502907155
5466,45.32118941238648
5467,41.801300375880885
5468,16.275555655025084
5469,36.01081258638685
5470,17.150882663176287
5471,33.29680377153114
5472,29.45969700208305
5473,24.276080729790806
5474,44.81988345390348
5475,17.860389952609506
5476,48.182715405792486
5477,42.58787373007517
5478,36.24931086361158
5479,21.77149665603958
5480,35.63505684495068
5481,41.077383316838564
5482,39.71799783931684
5483,34.205853623927354
5484,38.71675387136789
5485,43.37486922700704
5486,46.169062999258976
5487,38.63119135181263
5488,35.49997528849853
5489,45.414294690771705
5490,42.85915169054867
5491,18.99183816170151
5492,47.7110342488499
5493,34.84667497519412
5494,39.16994095770151
5495,26.073554242619263
5496,38.5213000689186
5497,40.2917662940441
5498,38.53228922345272
5499,48.07670784727535
5500,38.44591048198555
5501,26.128808845692163
5502,37.009961234987216
5503,17.593285387783705
5504,50.814045636677456
5505,30.74728550385485
5506,39.14507028673829
5507,45.507160390456264
5508,37.778394956539174
5509,38.931202040591565
5510,48.02181583648961
5511,41.826700050523336
5512,18.982608233741878
5513,46.387071981212685
5514,14.353492145431625
5515,41.80987424167451
5516,49.540682098609935
5517,34.82998046164725
5518,41.67619224362899
5519,19.265684658127725
5520,46.48448896834798
5521,39.22356467095438
5522,31.711106187801448
5523,38.391767831481786
5524,14.382158113884705
5525,32.84646738390818
5526,13.92245349863355
5527,35.97096820590245
5528,28.946379012088517
5529,51.3281289983673
5530,36.98965204924366
5531,45.59081985437926
5532,52.36127177629811
5533,28.02887925173419
5534,48.60896692159359
5535,14.65321892852295
5536,47.84082506920421
5537,15.178182032702816
5538,42.914842993311424
5539,17.963021682411334
5540,21.584042212357225
5541,38.45276861264424
5542,20.29905395565227
5543,53.80415874142354
5544,20.21532423610211
5545,36.621938947621196
5546,47.51987152079418
5547,31.434742902240952
5548,29.697173749509812
5549,29.594179090606595
5550,32.79744782774596
5551,33.338612006746814
5552,17.19236432106636
5553,34.67869020281211
5554,15.297227389861765
5555,46.91409169922908
5556,36.9529647813341
5557,38.90541555548269
5558,21.17663106967106
5559,46.498009909084836
5560,16.836874351961477
5561,33.338612006746814
5562,47.09776298012842
5563,40.90411103416381
5564,39.73563443011824
5565,41.87497288130468
5566,32.36650267492654
5567,27.863950701196707
5568,48.94095999218206
5569,48.18208042038579
5570,31.964609469303195
5571,16.16311405372127
5572,19.662896698990505
5573,34.44539523472772
5574,36.79284102608805
5575,16.6041642187281
5576,31.470309406725516
5577,35.15502650587939
5578,36.055389845922704
5579,38.30093854023366
5580,34.994710956700445
5581,40.20790981375099
5582,25.46911011583751
5583,38.30093854023366
5584,46.666811857710556
5585,48.494827058424605
5586,22.279937890079154
5587,42.86108218933974
5588,19.996269301681362
5589,17.10919468103821
5590,43.632238831950396
5591,51.55118905776792
5592,38.886507463184564
5593,38.316148078266494
5594,40.20790981375099
5595,39.90247289506364
5596,49.47584010774027
5597,31.906694141301546
5598,44.5989088989762
5599,20.23515524525871
5600,15.305450559959587
5601,40.06323234753273
5602,38.41534880831456
5603,38.77952325511397
5604,36.602317749693235
5605,18.904128586858185
5606,35.95093498198076
5607,29.873849737688886
5608,42.750316516166
5609,36.048560329443085
5610,33.476118670170464
5611,34.65597886423969
5612,38.812429612264644
5613,22.067804726246656
5614,34.431630134775155
5615,31.993766875113003
5616,17.801098945494367
5617,40.69560848909814
5618,23.266089323220392
5619,19.46478119122839
5620,50.964641477878686
5621,27.29054653923536
5622,46.72870963189055
5623,20.14149186609551
5624,16.39935216984984
5625,34.84667497519412
5626,38.44591048198555
5627,51.55118905776792
5628,27.44630779589745
5629,40.559114215767345
5630,38.89617899822984
5631,51.650803314430085
5632,38.91879415405521
5633,39.316697559403664
5634,26.866730181576166
5635,15.93262236531263
5636,19.662896698990505
5637,34.71362719009687
5638,38.382051996363444
5639,42.15108894021113
5640,38.07311943869244
5641,17.10919468103821
5642,37.73039309175701
5643,20.222955238931185
5644,44.91484291738256
5645,46.73485037465406
5646,25.479496988867275
5647,41.80987424167451
5648,27.41126155537906
5649,33.074864096167836
5650,38.46707360855598
5651,35.17058499956723
5652,42.197026971815134
5653,39.316697559403664
5654,52.542628197036414
5655,33.54494999069253
5656,21.709850971547162
5657,45.102572470959146
5658,22.60887373625049
5659,19.571950161471083
5660,40.607592692671446
5661,38.406990777477446
5662,47.70586444626531
5663,38.68651448721654
5664,48.3029839762775
5665,46.48448896834798
5666,28.78675683417701
5667,14.66127393420452
5668,33.529688563881344
5669,18.8816926414275
5670,19.97506941074342
5671,34.82201655345172
5672,42.59114228652712
5673,17.19236432106636
5674,16.67875311821796
5675,19.203734793384818
5676,41.74783360432146
5677,38.71675387136789
5678,47.7110342488499
5679,18.078970871623564
5680,40.408045143470076
5681,32.6416466345778
5682,40.04491694962316
5683,33.427749756004715
5684,58.24808992448292
5685,42.26309251804082
5686,34.52500663311463
5687,42.21197339537443
5688,40.54463853711986
5689,48.26401344473804
5690,41.702948111806634
5691,47.88763281748909
5692,45.02721436441012
5693,41.74783360432146
5694,21.408021425884087
5695,34.769991094879636
5696,39.746461699159
5697,30.03132378545977
5698,48.67005570995884
5699,48.87534076828858
5700,35.37883166491672
5701,26.4297076860488
5702,36.61352900685919
5703,18.904128586858185
5704,26.232207608596674
5705,46.714583047040655
5706,56.80016182595806
5707,51.55118905776792
5708,39.32136502450967
5709,41.85296127466531
5710,38.25329066869467
5711,27.761605289198155
5712,28.191358417402125
5713,46.48448896834798
5714,52.08359146870288
5715,19.814997273136434
5716,27.225093769054887
5717,33.72753789515606
5718,37.20376843939732
5719,32.54890514483242
5720,46.72870963189055
5721,52.32322767602369
5722,14.782118156363087
5723,47.87834484919956
5724,35.262605854668195
5725,33.71320454347329
5726,16.41351753193297
5727,42.241266847370056
5728,18.873473363339606
5729,38.30093854023366
5730,39.37545531892811
5731,46.3225079961338
5732,19.811033243069872
5733,38.14670965147631
5734,41.162414113268014
5735,27.348278094371643
5736,42.21197339537443
5737,19.32198169202045
5738,43.54937187454596
5739,48.22669308028543
5740,30.734317037835968
5741,27.41126155537906
5742,39.102068411161405
5743,27.526272331154832
5744,21.145284578030733
5745,41.74783360432146
5746,31.944663259335847
5747,47.18815069149641
5748,35.40858056613577
5749,36.00095416983991
5750,38.5907891448001
5751,27.515438433873584
5752,34.11057544945593
5753,27.74127721842778
5754,14.730586138572743
5755,59.64321636863465
5756,35.63505684495068
5757,40.85908458655431
5758,29.594179090606595
